AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,GV.ToEndPoint,GVQual,AveErr,ErrDeg
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.2323883509199,154.24615357579447,160.47636984624594,153.5916021755487,110.0,110.0,220.0,205.0, 0.001,0,0,49,19.4,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, 0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.61079788402398,154.5729618089298,160.85372463635733,153.91963169004396,110.0,110.0,220.0,205.0, -0.0,0,0,49,19.2,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,161.989207417128,154.8997700420651,161.2310794264687,154.2476612045392,110.0,110.0,220.0,205.0, -0.002,0,0,49,19.1,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.36761695023208,155.22657827520044,161.6084342165801,154.57569071903447,110.0,110.0,220.0,205.0, -0.004,0,0,49,19.0,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'49,'0,162.74602648333612,155.55338650833573,161.98578900669148,154.90372023352973,110.0,110.0,220.0,205.0, -0.005,0,0,49,18.9,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.12443601644017,155.88019474147106,162.36314379680286,155.23174974802498,110.0,110.0,220.0,205.0, -0.007,1,0,49,18.7,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.50284554954425,156.2070029746064,162.74049858691424,155.55977926252024,110.0,110.0,220.0,205.0, -0.008,1,1,49,18.6,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,163.8812550826483,156.5338112077417,163.11785337702563,155.8878087770155,110.0,110.0,220.0,205.0, -0.01,1,1,49,18.5,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.495208167137,156.21583829151075,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.25966461575234,156.86061944087703,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.012,1,1,49,18.4,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,164.63807414885642,157.18742767401235,163.8725629572484,156.543867806006,110.0,110.0,220.0,205.0, -0.013,1,1,49,18.2,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.01648368196047,157.51423590714768,164.24991774735977,156.87189732050126,110.0,110.0,220.0,205.0, -0.015,1,1,49,18.1,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.3948932150645,157.841044140283,164.62727253747116,157.19992683499652,110.0,110.0,220.0,205.0, -0.017,1,1,49,18.0,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,165.77330274816856,158.1678523734183,165.00462732758254,157.52795634949177,110.0,110.0,220.0,205.0, -0.018,1,1,49,17.9,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
'50,'1,166.15171228127264,158.49466060655365,165.38198211769392,157.85598586398703,110.0,110.0,220.0,205.0, -0.02,1,1,49,17.7,0,0,0
