AimAng1,AimAang2,Aimx,Aimy,GV.currentx1, GV.currenty1, GV.startx, GV.starty, GV.finishx, GV.finishy,dist, GV.Set_SteerAng, GV.Steerangle, GV.gogo,ToEndPoint
'-64,'-64,-249470.75485462448,4039223.1713157096,5857098.93,1117332.63,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.34,-64,0,0,775736.12
'-64,'-64,-249470.7565527842,4039223.1677666516,5857098.93,1117332.63,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.34,-64,0,0,775736.12
'-64,'-64,-249470.7565527842,4039223.1677666516,5857098.93,1117332.63,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.34,-64,0,0,775736.12
'-64,'-64,-249470.7565527842,4039223.1677666516,5857098.93,1117332.63,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.34,-64,0,0,775736.12
'-64,'-64,-249470.77332030184,4039223.1327234884,5857098.94,1117332.58,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.37,-64,0,0,775736.15
'-64,'-64,-249470.7741570266,4039223.1309747812,5857098.94,1117332.58,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.37,-64,0,0,775736.16
'-64,'-64,-249470.7741570266,4039223.1309747812,5857098.94,1117332.58,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.37,-64,0,0,775736.16
'-64,'-64,-249470.7741570266,4039223.1309747812,5857098.94,1117332.58,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.37,-64,0,0,775736.16
'-64,'-64,-249470.7951329615,4039223.087136264,5857098.97,1117332.51,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.43,-64,0,0,775736.19
'-64,'-64,-249470.79582226468,4039223.0856956593,5857098.97,1117332.51,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.42,-64,0,0,775736.19
'-64,'-64,-249470.79582226468,4039223.0856956593,5857098.97,1117332.51,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.42,-64,0,0,775736.19
'-64,'-64,-249470.79582226468,4039223.0856956593,5857098.97,1117332.51,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.42,-64,0,0,775736.19
'-64,'-64,-249470.8228314782,4039223.029247931,5857098.98,1117332.43,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.47,-64,0,0,775736.25
'-64,'-64,-249470.8251068155,4039223.024492605,5857098.98,1117332.43,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.47,-64,0,0,775736.25
'-64,'-64,-249470.8251068155,4039223.024492605,5857098.98,1117332.43,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.47,-64,0,0,775736.25
'-64,'-64,-249470.84464413766,4039222.9836607073,5857099.02,1117332.36,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.53,-64,0,0,775736.29
'-64,'-64,-249470.8449091149,4039222.9831069196,5857099.02,1117332.36,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.53,-64,0,0,775736.29
'-64,'-64,-249470.8449091149,4039222.9831069196,5857099.02,1117332.36,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.53,-64,0,0,775736.29
'-64,'-64,-249470.8449091149,4039222.9831069196,5857099.02,1117332.36,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.53,-64,0,0,775736.29
'-64,'-64,-249470.86310981595,4039222.945068484,5857099.02,1117332.31,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.56,-64,0,0,775736.32
'-64,'-64,-249470.86437629614,4039222.9424216123,5857099.02,1117332.31,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.56,-64,0,0,775736.33
'-64,'-64,-249470.86437629614,4039222.9424216123,5857099.02,1117332.31,613475.016259474,5842731.00783932,613476.16735688,5842733.41356777, 6769611.56,-64,0,0,775736.33
