AimAng1,AimAang2,Aimx,Aimy,GV.currentx1,GV.currenty1,GV.startx,GV.starty,GV.finishx,GV.finishy,dist,GV.Set_SteerAng,GV.Steerangle,GV.gogo,ToEndPoint,GVQual
'-176,'-176,613503.817801689,5842703.60344471,613504.331543708,5842711.73995307,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.817801689,5842703.60344471,613504.331543708,5842711.73995307,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.801843358,5842703.58018347,613504.309465709,5842711.72089022,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.801843358,5842703.58018347,613504.309465709,5842711.72089022,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.801843358,5842703.58018347,613504.309465709,5842711.72089022,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.801843358,5842703.58018347,613504.309465709,5842711.72089022,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.785885026,5842703.55692224,613504.287387711,5842711.70182737,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.785885026,5842703.55692224,613504.287387711,5842711.70182737,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.785885026,5842703.55692224,613504.287387711,5842711.70182737,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-176,'-176,613503.785885026,5842703.55692224,613504.287387711,5842711.70182737,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.5,4
'-177,'-177,613503.769926695,5842703.533661,613504.265309712,5842711.68276451,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.769926695,5842703.533661,613504.265309712,5842711.68276451,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.769926695,5842703.533661,613504.265309712,5842711.68276451,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.769926695,5842703.533661,613504.265309712,5842711.68276451,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.757693055,5842703.51582895,613504.254487105,5842711.66396444,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.757693055,5842703.51582895,613504.254487105,5842711.66396444,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.757693055,5842703.51582895,613504.254487105,5842711.66396444,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.741734723,5842703.49256771,613504.232409106,5842711.64490158,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.741734723,5842703.49256771,613504.232409106,5842711.64490158,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.741734723,5842703.49256771,613504.232409106,5842711.64490158,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.741734723,5842703.49256771,613504.232409106,5842711.64490158,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.725776392,5842703.46930648,613504.210331107,5842711.62583873,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.725776392,5842703.46930648,613504.210331107,5842711.62583873,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.725776392,5842703.46930648,613504.210331107,5842711.62583873,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.725776392,5842703.46930648,613504.210331107,5842711.62583873,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.713542752,5842703.45147443,613504.199508499,5842711.60703865,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.713542752,5842703.45147443,613504.199508499,5842711.60703865,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.713542752,5842703.45147443,613504.199508499,5842711.60703865,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.713542752,5842703.45147443,613504.199508499,5842711.60703865,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.4,4
'-177,'-177,613503.701309112,5842703.43364239,613504.188685891,5842711.58823858,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.701309112,5842703.43364239,613504.188685891,5842711.58823858,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.701309112,5842703.43364239,613504.188685891,5842711.58823858,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.701309112,5842703.43364239,613504.188685891,5842711.58823858,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.689075472,5842703.41581035,613504.177863283,5842711.5694385,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.689075472,5842703.41581035,613504.177863283,5842711.5694385,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.689075472,5842703.41581035,613504.177863283,5842711.5694385,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.689075472,5842703.41581035,613504.177863283,5842711.5694385,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.676841832,5842703.39797831,613504.167040674,5842711.55063842,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.676841832,5842703.39797831,613504.167040674,5842711.55063842,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.676841832,5842703.39797831,613504.167040674,5842711.55063842,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-177,'-177,613503.676841832,5842703.39797831,613504.167040674,5842711.55063842,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-177,0,0,5.3,4
'-176,'-176,613503.659823935,5842703.37317262,613504.167906241,5842711.51356381,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.3,4
'-176,'-176,613503.659823935,5842703.37317262,613504.167906241,5842711.51356381,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.3,4
'-176,'-176,613503.659823935,5842703.37317262,613504.167906241,5842711.51356381,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.3,4
'-176,'-176,613503.659823935,5842703.37317262,613504.167906241,5842711.51356381,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.3,4
'-176,'-176,613503.639081348,5842703.34293774,613504.157516416,5842711.47622644,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.639081348,5842703.34293774,613504.157516416,5842711.47622644,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.639081348,5842703.34293774,613504.157516416,5842711.47622644,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.639081348,5842703.34293774,613504.157516416,5842711.47622644,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.62206345,5842703.31813205,613504.158381982,5842711.43915183,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.62206345,5842703.31813205,613504.158381982,5842711.43915183,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.62206345,5842703.31813205,613504.158381982,5842711.43915183,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.62206345,5842703.31813205,613504.158381982,5842711.43915183,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.60610512,5842703.29487081,613504.136303982,5842711.42008898,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.60610512,5842703.29487081,613504.136303982,5842711.42008898,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.60610512,5842703.29487081,613504.136303982,5842711.42008898,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.60610512,5842703.29487081,613504.136303982,5842711.42008898,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.2,-176,0,0,5.2,4
'-176,'-176,613503.585362531,5842703.26463593,613504.125914156,5842711.3827516,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.585362531,5842703.26463593,613504.125914156,5842711.3827516,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.585362531,5842703.26463593,613504.125914156,5842711.3827516,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.585362531,5842703.26463593,613504.125914156,5842711.3827516,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.564619943,5842703.23440104,613504.11552433,5842711.34541422,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.564619943,5842703.23440104,613504.11552433,5842711.34541422,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.564619943,5842703.23440104,613504.11552433,5842711.34541422,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.564619943,5842703.23440104,613504.11552433,5842711.34541422,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5.1,4
'-176,'-176,613503.535368405,5842703.19176331,613504.105567287,5842711.28953954,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5,4
'-176,'-176,613503.535368405,5842703.19176331,613504.105567287,5842711.28953954,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5,4
'-176,'-176,613503.535368405,5842703.19176331,613504.105567287,5842711.28953954,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5,4
'-176,'-176,613503.535368405,5842703.19176331,613504.105567287,5842711.28953954,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5,4
'-176,'-176,613503.509841561,5842703.15455478,613504.106865636,5842711.23392764,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5,4
'-176,'-176,613503.509841561,5842703.15455478,613504.106865636,5842711.23392764,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5,4
'-176,'-176,613503.509841561,5842703.15455478,613504.106865636,5842711.23392764,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,5,4
'-176,'-176,613503.485374281,5842703.1188907,613504.085220418,5842711.19632748,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.485374281,5842703.1188907,613504.085220418,5842711.19632748,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.485374281,5842703.1188907,613504.085220418,5842711.19632748,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.485374281,5842703.1188907,613504.085220418,5842711.19632748,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.476865331,5842703.10648785,613504.085653201,5842711.17779018,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.476865331,5842703.10648785,613504.085653201,5842711.17779018,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.476865331,5842703.10648785,613504.085653201,5842711.17779018,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.476865331,5842703.10648785,613504.085653201,5842711.17779018,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.456122743,5842703.07625297,613504.075263374,5842711.1404528,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.456122743,5842703.07625297,613504.075263374,5842711.1404528,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.456122743,5842703.07625297,613504.075263374,5842711.1404528,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.456122743,5842703.07625297,613504.075263374,5842711.1404528,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4.1,-176,0,0,4.9,4
'-176,'-176,613503.443889103,5842703.05842093,613504.064440765,5842711.12165272,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.9,4
'-176,'-176,613503.443889103,5842703.05842093,613504.064440765,5842711.12165272,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.9,4
'-176,'-176,613503.443889103,5842703.05842093,613504.064440765,5842711.12165272,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.9,4
'-176,'-176,613503.443889103,5842703.05842093,613504.064440765,5842711.12165272,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.9,4
'-176,'-176,613503.435380155,5842703.04601808,613504.064873548,5842711.10311542,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-176,'-176,613503.435380155,5842703.04601808,613504.064873548,5842711.10311542,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-176,'-176,613503.435380155,5842703.04601808,613504.064873548,5842711.10311542,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-176,'-176,613503.435380155,5842703.04601808,613504.064873548,5842711.10311542,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-176,'-176,613503.423146515,5842703.02818604,613504.054050938,5842711.08431534,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-176,'-176,613503.423146515,5842703.02818604,613504.054050938,5842711.08431534,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-176,'-176,613503.423146515,5842703.02818604,613504.054050938,5842711.08431534,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-176,'-176,613503.423146515,5842703.02818604,613504.054050938,5842711.08431534,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-176,0,0,4.8,4
'-175,'-175,613503.414637566,5842703.0157832,613504.05448372,5842711.06577804,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.414637566,5842703.0157832,613504.05448372,5842711.06577804,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.414637566,5842703.0157832,613504.05448372,5842711.06577804,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.414637566,5842703.0157832,613504.05448372,5842711.06577804,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.406128618,5842703.00338036,613504.054916503,5842711.04724074,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.406128618,5842703.00338036,613504.054916503,5842711.04724074,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.406128618,5842703.00338036,613504.054916503,5842711.04724074,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.406128618,5842703.00338036,613504.054916503,5842711.04724074,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.402403926,5842702.99795116,613504.04366111,5842711.04697797,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.402403926,5842702.99795116,613504.04366111,5842711.04697797,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.402403926,5842702.99795116,613504.04366111,5842711.04697797,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.402403926,5842702.99795116,613504.04366111,5842711.04697797,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.393894977,5842702.98554831,613504.044093893,5842711.02844066,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.393894977,5842702.98554831,613504.044093893,5842711.02844066,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.393894977,5842702.98554831,613504.044093893,5842711.02844066,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.393894977,5842702.98554831,613504.044093893,5842711.02844066,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.385386029,5842702.97314547,613504.044526676,5842711.00990336,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.385386029,5842702.97314547,613504.044526676,5842711.00990336,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.385386029,5842702.97314547,613504.044526676,5842711.00990336,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.385386029,5842702.97314547,613504.044526676,5842711.00990336,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.8,4
'-175,'-175,613503.373152389,5842702.95531343,613504.033704066,5842710.99110329,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.373152389,5842702.95531343,613504.033704066,5842710.99110329,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.373152389,5842702.95531343,613504.033704066,5842710.99110329,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.36464344,5842702.94291058,613504.034136849,5842710.97256598,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.356134491,5842702.93050774,613504.034569631,5842710.95402868,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.356134491,5842702.93050774,613504.034569631,5842710.95402868,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.356134491,5842702.93050774,613504.034569631,5842710.95402868,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.356134491,5842702.93050774,613504.034569631,5842710.95402868,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.347625544,5842702.9181049,613504.035002414,5842710.93549138,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.347625544,5842702.9181049,613504.035002414,5842710.93549138,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.347625544,5842702.9181049,613504.035002414,5842710.93549138,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.347625544,5842702.9181049,613504.035002414,5842710.93549138,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.339116594,5842702.90570205,613504.035435197,5842710.91695408,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,4,-175,0,0,4.7,4
'-175,'-175,613503.330607646,5842702.89329921,613504.035867979,5842710.89841677,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.330607646,5842702.89329921,613504.035867979,5842710.89841677,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.330607646,5842702.89329921,613504.035867979,5842710.89841677,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.330607646,5842702.89329921,613504.035867979,5842710.89841677,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.31358975,5842702.86849352,613504.036733545,5842710.86134217,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.31358975,5842702.86849352,613504.036733545,5842710.86134217,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.31358975,5842702.86849352,613504.036733545,5842710.86134217,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.31358975,5842702.86849352,613504.036733545,5842710.86134217,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.305080801,5842702.85609068,613504.037166327,5842710.84280487,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.305080801,5842702.85609068,613504.037166327,5842710.84280487,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.305080801,5842702.85609068,613504.037166327,5842710.84280487,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.305080801,5842702.85609068,613504.037166327,5842710.84280487,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.6,4
'-175,'-175,613503.288062904,5842702.83128499,613504.038031893,5842710.80573026,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.5,4
'-175,'-175,613503.288062904,5842702.83128499,613504.038031893,5842710.80573026,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.5,4
'-175,'-175,613503.288062904,5842702.83128499,613504.038031893,5842710.80573026,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.5,4
'-175,'-175,613503.288062904,5842702.83128499,613504.038031893,5842710.80573026,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-175,0,0,4.5,4
'-174,'-174,613503.271045007,5842702.80647931,613504.038897458,5842710.76865566,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-174,0,0,4.5,4
'-174,'-174,613503.271045007,5842702.80647931,613504.038897458,5842710.76865566,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-174,0,0,4.5,4
'-174,'-174,613503.271045007,5842702.80647931,613504.038897458,5842710.76865566,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-174,0,0,4.5,4
'-174,'-174,613503.271045007,5842702.80647931,613504.038897458,5842710.76865566,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.9,-174,0,0,4.5,4
'-174,'-174,613503.249242854,5842702.77469997,613504.0514512,5842710.71330653,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.8,-174,0,0,4.5,4
'-174,'-174,613503.249242854,5842702.77469997,613504.0514512,5842710.71330653,613509.922013046,5842712.50108686,613505.541482313,5842706.11592216,3.8,-174,0,0,4.5,4
